,id,tdate,tname,ttext,ttype,trep,trtv,tfav,tstcount,tfol,tfrien,listcount,tokenized,rates,features
320,408910340072964096,1386326796,master_5h00,"@pantsyrev Я уже пообещал ребёнке, что мы модно заклеим всё её наклейками в виде букв, звёздочек и всего такого. :-)",1,0,0,0,14839,376,161,17,"['pantsyrev', 'пообещать', 'ребёнок', 'модно', 'заклеить', 'всё', 'её', 'наклейка', 'вид', 'буква', 'звёздочка', 'весь']","['0,444444444444444']","[0.444444444444444, 0.444444444444444, 0.444444444444444, 0.444444444444444, 1, 0]"
321,408910340437839873,1386326797,MZatsepin,"@KoganUV злой ты:)))) а ты знаешь кто с быком будет на афише, когда вы приедете в Краснодар????",1,0,0,0,11385,354,307,9,"['koganuv', 'злой', 'знать', 'бык', 'афиша', 'приехать', 'краснодар']","['-1,33333333333333']","[-1.33333333333333, -1.33333333333333, -1.33333333333333, -1.33333333333333, 0, 1]"
322,408910343146987520,1386326797,Itisbelieved,"@Bumali2 Ну вот Мария, сам Премьер занялся проблемой ржавой воды. http://t.co/0plcPvdD5w Как думаешь, получится у него решить ее?:-))",1,0,0,0,9171,490,399,7,"['bumali2', 'мария', 'премьер', 'заняться', 'проблема', 'ржавый', 'вода', 'http', 't', 'co', '0plcpvdd5w', 'думать', 'получиться', 'решить']","['0,222222222222222', '-1,33333333333333', '-1']","[-0.7037037037037027, 0.222222222222222, -1.33333333333333, -2.111111111111108, 1, 2]"
323,408910380770295808,1386326806,MC_KRISS,От делать нехуй)) с утром) продолжаю приходить в себя) #севергорода http://t.co/HXDJBvQ8To,1,0,0,0,9610,239,113,3,"['делать', 'нехуй', 'утром', 'продолжать', 'приходить', 'севергород', 'http', 't', 'co', 'hxdjbvq8to']","['-0,222222222222222']","[-0.222222222222222, -0.222222222222222, -0.222222222222222, -0.222222222222222, 0, 1]"
324,408910382473183232,1386326807,ElisabettStyles,"@Crazy_weirdo_ собираюсь пойти на фильм только ради тебя, не мешало бы лишний раз полюбоваться "" злым"" Пашей)",1,0,0,0,3636,115,200,0,"['crazy_weirdo_', 'собираться', 'пойти', 'фильм', 'ради', 'мешать', 'лишний', 'полюбоваться', 'злой', 'паша']","['0', '0', '1', '-1,33333333333333']","[-0.08333333333333248, 1.0, -1.33333333333333, -0.33333333333332993, 1, 1]"
325,408910382544486400,1386326807,blackkvadrat,@StickyDaemon LTE это то которое работает настолько криво что единственная польза от него это скорейший разряд батареи ?) @Lesha_blemka,1,0,0,0,21160,619,429,37,"['stickydaemon', 'lte', 'это', 'который', 'работать', 'настолько', 'кривой', 'единственный', 'польза', 'это', 'скорый', 'разряд', 'батарея', 'lesha_blemka']","['0', '-0,111111111111111', '0']","[-0.037037037037037, 0.0, -0.111111111111111, -0.111111111111111, 0, 1]"
326,408910383060361216,1386326807,Menzatov,"@JustTSK дай знать что получилось по сайту, а то я не могу достучаться ))",1,0,0,0,3066,293,72,11,"['justtsk', 'дать', 'знать', 'получиться', 'сайт', 'мочь', 'достучаться']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
327,408910383442038784,1386326807,roxanasetara,"RT @ali_baba1234567: У дочки АЙфон, у сынаАНдройд, у мамы АЙпад, а упапы АЙхеренный кредит))))))))))",1,0,1,0,7335,130,981,0,"['rt', 'ali_baba1234567', 'дочка', 'айфон', 'сынаандройда', 'мама', 'айпад', 'упапа', 'айхерить', 'кредит']","['-0,666666666666667']","[-0.666666666666667, -0.666666666666667, -0.666666666666667, -0.666666666666667, 0, 1]"
328,408910383534329856,1386326807,pyxybugymih,RT @sojecyzacera: Мультитран под GPL... О Х У Е Т Ь %),1,0,1,0,291,96,86,0,"['rt', 'sojecyzacera', 'мультитрана', 'gpl', 'х', 'ь']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
329,408910384574132224,1386326807,MADWANGNA,@AliYa_G_ Я ему еще план съемочной площадки нарисую с расстановкой в камере :D,1,0,0,0,22277,2155,2019,4,"['aliya_g_', 'ещё', 'план', 'съёмочный', 'площадка', 'нарисовать', 'расстановка', 'камера', 'd']","['0', '0']","[0.0, 0.0, 0.0, 0.0, 0, 0]"
330,408910425582235648,1386326817,Anya_Nikitinaaa,"@julia_vinik спасибр,чудо:*
да,постараюсь привезти ^_~",1,0,0,0,1731,23,23,0,"['julia_vinik', 'спасибр', 'чудо', 'постараться', 'привезти', '_']","['0,833333333333333']","[0.833333333333333, 0.833333333333333, 0.833333333333333, 0.833333333333333, 1, 0]"
331,408910467835260930,1386326827,Ivan9092,@Shihtenkov Вот это по нашему.....таскать из жара чужими руками..),1,0,0,0,7237,5141,5651,77,"['shihtenkov', 'это', 'наш', 'таскать', 'жара', 'чужой', 'рука']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
332,408910468968112128,1386326827,xapamezan,"Это нормально, что меня во втором часу ночи тянет что-нибудь покушать?)) Пойду йогурт выпью с булочкой чтоли...",1,0,0,0,35,40,27,0,"['это', 'нормально', 'второй', 'час', 'ночь', 'тянуть', 'нибыть', 'покушать', 'пойти', 'йогурт', 'выпь', 'булочка', 'чтоль']","['0,333333333333333', '0', '0']","[0.111111111111111, 0.333333333333333, 0.0, 0.333333333333333, 1, 0]"
333,408910470339633152,1386326827,_DAVID_777,Сижу на ярмарке в тви ^o^^v^пропущу 2 урока и домой ура ура ура )))))),1,0,0,0,451,278,628,0,"['сидеть', 'ярмарка', 'тви', 'o', 'v', 'пропустить', '2', 'урок', 'домой', 'ура', 'ура', 'ура']","['-0,2', '-0,333333333333333']","[-0.2666666666666665, -0.2, -0.333333333333333, -0.533333333333333, 0, 2]"
334,408910471279157248,1386326828,ksyhska99,RT @YouDianka: Хочу уже поскорее субботу:* http://t.co/hlxwphEuo0,1,0,1,0,597,37,14,0,"['rt', 'youdianka', 'хотеть', 'скорый', 'суббота', 'http', 't', 'co', 'hlxwpheuo0']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
335,408910471605915648,1386326828,yanuellou,"То прекрасное чувство,когда лежишь в теплой кровати, с едой, телевизором и бездельничаешь полдня )",1,0,0,0,2244,70,72,0,"['прекрасный', 'чувство', 'лежать', 'тёплый', 'кровать', 'еда', 'телевизор', 'бездельничать', 'полдень']","['0,444444444444444', '0', '0']","[0.148148148148148, 0.444444444444444, 0.0, 0.444444444444444, 1, 0]"
336,408910517135482880,1386326839,yuminov_s,Спортивный алкоголь!)Официальное вино FC Real Madrid http://t.co/4zLLj63kYV,1,0,0,0,1057,31,27,0,"['спортивный', 'алкоголь', 'официальный', 'вино', 'fc', 'real', 'madrid', 'http', 't', 'co', '4zllj63kyv']","['0,333333333333333', '0,666666666666667']","[0.5, 0.666666666666667, 0.333333333333333, 1.0, 2, 0]"
337,408910518997774336,1386326839,NaastyaSergeeva,"этот голос всегда услышу:D Кирилл,хоть бы подошел,вместе бы побегали)а то как будто никогда и не знали друг друга",1,0,0,0,1488,76,62,1,"['голос', 'услышать', 'd', 'кирилл', 'подойти', 'вместе', 'побегать', 'знать', 'друг', 'друг']","['0', '0,333333333333333', '0,333333333333333']","[0.222222222222222, 0.333333333333333, 0.0, 0.666666666666666, 2, 0]"
338,408910519484297218,1386326839,panktupa1978,"А вам уже знакомы фразы..cnfnecs, ghbdtn, rfr ltkf, xt ltkftim? лично я их пишу постоянно)",1,0,0,0,1183,92,121,0,"['знакомый', 'фраза', 'cnfnecs', 'ghbdtn', 'rfr', 'ltkf', 'xt', 'ltkftim', 'лично', 'писать', 'постоянно']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
339,408910558079881216,1386326849,goalkp18,Бывшие лучшие друзья.Бывшие.Лучшие.Щас как будто вообще не знакомы.Наверно это на пользу :) http://t.co/DLAKbMGnTo,1,0,0,0,88,42,3,0,"['бывший', 'хороший', 'друг', 'бывший', 'хороший', 'вообще', 'знакомый', 'наверно', 'это', 'польза', 'http', 't', 'co', 'dlakbmgnto']","['1', '0,333333333333333', '1', '0']","[0.5833333333333333, 1.0, 0.0, 2.333333333333333, 3, 0]"
340,408910559191367680,1386326849,nydorisyzah,"RT @farunail: @yozi6ig хорошо же, чтоине наоборот) а где ты взяла абрикосы зимой?",1,0,1,0,45,8,19,0,"['rt', 'farunail', 'yozi6ig', 'чтоиня', 'наоборот', 'взять', 'абрикос', 'зимой']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
341,408910559380504576,1386326849,bucejimejak,Чтобы нормально поработать - нажмите сейчас крестик в правом верхнем углу. ;),1,0,0,0,15,4,4,0,"['нормально', 'поработать', 'нажать', 'крестик', 'право', 'верхний', 'угол']","['0,333333333333333', '0']","[0.1666666666666665, 0.333333333333333, 0.0, 0.333333333333333, 1, 0]"
342,408910559774785536,1386326849,AnyaChepkasova,"у вас, что с Кириллом костюмы спортивные одинакавые? — ахах, да)
только я штаны просрала в шк http://t.co/aY1SKrh1J1",1,0,0,0,14290,937,590,15,"['кирилл', 'костюм', 'спортивный', 'одинакавый', 'ахи', 'штаны', 'просрало', 'шк', 'http', 't', 'co', 'ay1skrh1j1']","['0,333333333333333']","[0.333333333333333, 0.333333333333333, 0.333333333333333, 0.333333333333333, 1, 0]"
343,408910560450072576,1386326849,6forever_young,RT @_Olya__Styles_: @6forever_young гордость на всю жизнь :D,1,0,1,0,8565,1007,992,5,"['rt', '_olya__styles_', '6forever_young', 'гордость', 'весь', 'жизнь', 'd']","['0,75']","[0.75, 0.75, 0.75, 0.75, 1, 0]"
344,408910600811458561,1386326859,FeechkaKenny,"@ele_blackberry @Danny_Norman мне тоже. В ""Плену"" то я его и полюбила, правда чуть меньше собачек)",1,0,0,0,1167,101,32,0,"['ele_blackberry', 'danny_norman', 'плен', 'полюбить', 'правда', 'маленький', 'собачка']","['-1,33333333333333', '0,333333333333333', '-0,333333333333333']","[-0.4444444444444433, 0.333333333333333, -1.33333333333333, -1.33333333333333, 1, 2]"
345,408910601264451585,1386326859,anyutka100,@Anuta1961 ахахаха Огооонь:))) как там твоя малышка поживает??:DD,1,0,0,0,52,13,16,0,"['anuta1961', 'ахахах', 'огооонить', 'твой', 'малышка', 'поживать', 'dd']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
346,408910601465778176,1386326859,AsyaAtaka,"Когда поешь,вообще не работается))) тем более в пятницу))",1,0,0,0,7260,124,109,2,"['поесть', 'вообще', 'работаться', 'пятница']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
347,408910602988310528,1386326859,yuki_no_hono,"Хорошего вам дня, тви) Радуемся, пятница же) http://t.co/1Kl2Ipc01x",1,0,0,0,26924,132,106,6,"['хороший', 'день', 'тви', 'радоваться', 'пятница', 'http', 't', 'co', '1kl2ipc01x']","['1', '1', '0']","[0.6666666666666666, 1.0, 0.0, 2.0, 2, 0]"
348,408910603068383232,1386326859,Angelina__O,"ахахпхавхазах глеб гипнотизировал меня пакетиком чая :DD
ГЕОГРАФИЯ ХУЛИ?",1,0,0,0,4490,624,1388,0,"['ахахпхавхаз', 'глеб', 'гипнотизировать', 'пакетик', 'чай', 'dd', 'география', 'хулить']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
349,408910603215208448,1386326859,vkuff,Олимпийский факел таки погас)))#Новосибирск #сочи2014сибирь http://t.co/LjeACpdlXm,1,0,0,0,10175,1158,1998,10,"['олимпийский', 'факел', 'таки', 'погаснуть', 'новосибирск', 'сочи2014сибирь', 'http', 't', 'co', 'ljeacpdlxm']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
350,408910604204666880,1386326859,alenyusha,"Крутой видос, Насть, я прям поржала. :D
Особенно на вопросе о Сумерках, когда они руки приготовили, а потом отдёргивали. :D",1,0,0,0,17840,111,102,0,"['крутой', 'видос', 'настя', 'прям', 'поржать', 'd', 'особенно', 'вопрос', 'сумерки', 'рука', 'приготовить', 'отдёргивать', 'd']","['1,33333333333333', '-1', '0']","[0.11111111111110998, 1.33333333333333, -1.0, 0.33333333333332993, 1, 1]"
351,408910604837986304,1386326860,Glorikis,"@AliceDarki не ссы, малая))) сустрэнем зимушку в Щчучыне)))",1,0,0,0,1653,41,33,0,"['alicedarki', 'ссать', 'малый', 'сустрэнуть', 'зимушка', 'щчучын']","['-1,75']","[-1.75, -1.75, -1.75, -1.75, 0, 1]"
352,408910645896417280,1386326869,Kochetova_133,RT @Garmash_156: мы с @kochetova_133 пошлячки ещё те :),1,0,1,0,2817,52,37,1,"['rt', 'garmash_156', 'kochetova_133', 'пошлячка', 'ещё']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
353,408910645934186496,1386326869,Kozlova_NastyaA,Ребята) @ Городской парк культуры и отдыха им. М. Горького http://t.co/4sAoOcmiaT,1,0,0,0,18809,132,85,0,"['ребята', 'городской', 'парк', 'культура', 'отдых', 'м', 'горький', 'http', 't', 'co', '4saoocmiat']","['0,166666666666667', '0', '0']","[0.055555555555555663, 0.166666666666667, 0.0, 0.166666666666667, 1, 0]"
354,408910647900909569,1386326870,_2CasIoPI_maRIi,"@lihesan это просто плохо видно)))
ты не видео что вчера было....яб сфоткал,но она забинтована:с",1,0,0,0,13057,1208,1997,8,"['lihesan', 'это', 'просто', 'плохо', 'видно', 'видео', 'вчера', 'яб', 'сфоткать', 'забинтовать']","['-1,33333333333333']","[-1.33333333333333, -1.33333333333333, -1.33333333333333, -1.33333333333333, 0, 1]"
355,408910649553862656,1386326870,dmitriypsk87,@kristina_2707 ха вы всегда крутые) то какашками обзываетесь то чмо и тд),1,0,0,0,204,8,32,0,"['kristina_2707', 'ха', 'крутой', 'какашка', 'обзываться', 'чмо', 'тд']","['1,33333333333333']","[1.33333333333333, 1.33333333333333, 1.33333333333333, 1.33333333333333, 1, 0]"
356,408910688355385344,1386326879,Crazy_weirdo_,"RT @ElisabettStyles: @Crazy_weirdo_ собираюсь пойти на фильм только ради тебя, не мешало бы лишний раз полюбоваться "" злым"" Пашей)",1,0,1,0,5776,15325,53,203,"['rt', 'elisabettstyles', 'crazy_weirdo_', 'собираться', 'пойти', 'фильм', 'ради', 'мешать', 'лишний', 'полюбоваться', 'злой', 'паша']","['0', '0', '1', '-1,33333333333333']","[-0.08333333333333248, 1.0, -1.33333333333333, -0.33333333333332993, 1, 1]"
357,408910688736645120,1386326880,JulyaOlg,"@sergeylazarev Клип хороший))Сергей вы молодец ,ждем на Дальний Восток и Сахалин))",1,0,0,0,71,1,17,0,"['sergeylazarev', 'клип', 'хороший', 'сергей', 'молодец', 'ждать', 'дальний', 'восток', 'сахалин']","['1', '0', '0']","[0.3333333333333333, 1.0, 0.0, 1.0, 1, 0]"
358,408910689298698240,1386326880,4EMbI_4EVER,@shitpisspuke и че а тебе скоро 15 и ты в восьмом классе))),1,0,0,0,2599,65,41,0,"['shitpisspuke', 'че', 'скоро', '15', 'восьмой', 'класс']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
359,408910690708389888,1386326880,irinalexa,Жизнь моими глазами - Хорошее вино согревает :) http://t.co/c3kpxT6iE8,1,0,0,0,14918,1983,1210,8,"['жизнь', 'глаз', 'хороший', 'вино', 'согревать', 'http', 't', 'co', 'c3kpxt6ie8']",['1'],"[1.0, 1.0, 1.0, 1.0, 1, 0]"
360,408910690775093248,1386326880,ElizabethRoma_1,Какие то странные скулы у меня )))) Но мне нравиться) http://t.co/D52OZDrgBr,1,0,0,0,61,13,45,0,"['странный', 'скула', 'нравиться', 'http', 't', 'co', 'd52ozdrgbr']",['1'],"[1.0, 1.0, 1.0, 1.0, 1, 0]"
361,408910692298018816,1386326880,AlinkaKulman,RT @KozlovaNik: Ахахаха я не сдержалась :D http://t.co/Z4HfyxhvfB,1,0,1,0,614,28,19,0,"['rt', 'kozlovanik', 'ахахах', 'сдержаться', 'd', 'http', 't', 'co', 'z4hfyxhvfb']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
362,408910692486746112,1386326880,K2ison,"И я короч сказал ей, что в другое время не могу  и отменил занятия :-)",1,0,0,0,5305,140,106,1,"['короч', 'сказать', 'время', 'мочь', 'отменить', 'занятие']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
363,408910692528304128,1386326880,ContexLight,"@Viktoriaa1488 не знаю пивасик,не знаю :)
так обходиться жизнь :D
я сейчас пойду в место где я счастлив : D
и не был уже 2 недели)",1,0,0,0,4541,76,76,1,"['viktoriaa1488', 'знать', 'пивасик', 'знать', 'обходиться', 'жизнь', 'd', 'пойти', 'место', 'счастливый', 'd', '2', 'неделя']","['0', '1,33333333333333']","[0.666666666666665, 1.33333333333333, 0.0, 1.33333333333333, 1, 0]"
364,408910692641939456,1386326880,Roz_And,"@banderloq @opora @ukrpravda_news если подпишут с ТС, то толковая молодёжь буде убегать заграницу массово, и заметьте - не в Россию :)",1,0,0,0,4523,118,17,5,"['banderloq', 'opora', 'ukrpravda_news', 'подписать', 'тс', 'толковый', 'молодёжь', 'буде', 'убегать', 'заграницу', 'массово', 'заметить', 'россия']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
365,408910730277429248,1386326889,tatihonova,@BashkatovSerg главное адекватно высказывать это мнение и адекватно воспринимать иное мнение ;)),1,0,0,0,6965,386,476,6,"['bashkatovserg', 'главное', 'адекватно', 'высказывать', 'это', 'мнение', 'адекватно', 'воспринимать', 'иной', 'мнение']","['1', '-0,111111111111111', '1', '-0,111111111111111']","[0.44444444444444453, 1.0, -0.111111111111111, 1.7777777777777781, 2, 2]"
366,408910782551064576,1386326902,paralich_,"С бабушкой так мило поговорили) что же я ей раньше не сказала, блин",1,0,0,0,6272,32,27,0,"['бабушка', 'мило', 'поговорить', 'ранний', 'сказать', 'блин']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
367,408910783515734016,1386326902,xenban,@Madisha13 а певец то? Замечательный певец! А еще и композитор)),1,0,0,0,4024,100,57,1,"['madisha13', 'певец', 'замечательный', 'певец', 'ещё', 'композитор']",['1'],"[1.0, 1.0, 1.0, 1.0, 1, 0]"
368,408910784597483520,1386326902,come_on_in_,"@C_MOMCEH_BO_CHE лал сорри тогда :D
ахах ну ты молодец :)
эт классно с::",1,0,0,0,12950,1062,773,8,"['c_momceh_bo_che', 'лал', 'сорри', 'd', 'ахи', 'молодец', 'эт', 'классно']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
369,408910784777818112,1386326902,VikaKomolova,"@AlishaKotova ааа,бо ты сказала чтобы я добавила)
таки да",1,0,0,0,27446,64,39,0,"['alishakotova', 'ааа', 'бо', 'сказать', 'добавить', 'таки']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
370,408910785201451008,1386326903,RockLPLEE,"@ctmddj хах=) я очень хорошо, ыыыыыыыыыыы...... ты как ?",1,0,0,0,1995,59,60,0,"['ctmddj', 'хах', 'очень', 'ыыыыыыыыыы']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
371,408910785386385408,1386326903,SuperLinasummer,RT @nastya_kozai_: выздоравливай:* http://t.co/fnsuO52bNI,1,0,1,0,5674,47,43,0,"['rt', 'nastya_kozai_', 'выздоравливать', 'http', 't', 'co', 'fnsuo52bni']","['1,14285714285714']","[1.14285714285714, 1.14285714285714, 1.14285714285714, 1.14285714285714, 1, 0]"
372,408910785680003072,1386326903,ErmoshinaOlga,"@inga_burda ох как же хорошо что вы все есть :3 кстати давай там провожаю тетю Ирму и топай в школу :D сейчас поколдую ""шепатадаааа""",1,0,0,0,3069,80,71,0,"['inga_burda', 'ох', 'всё', '3', 'кстати', 'давать', 'провожать', 'тётя', 'ирма', 'топать', 'школа', 'd', 'поколдовать', 'шепатадаааа']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
373,408910849043365888,1386326918,DavydovaAV,"Ура-ура-ура!!!
Поздравляем победителей творческого конкурса ""Моя любимая игрушка"" от Рела Лайф!
1)… http://t.co/Sa8bAytfKm",1,0,0,0,582,34,50,0,"['ура', 'ура', 'ура', 'поздравлять', 'победитель', 'творческий', 'конкурс', 'любимый', 'игрушка', 'ресть', 'лайф', '1', 'http', 't', 'co', 'sa8baytfkm']","['0,8', '0,333333333333333', '1,33333333333333', '0']","[0.6166666666666658, 1.33333333333333, 0.0, 2.4666666666666632, 3, 0]"
374,408910851362783232,1386326918,yganumoz,"RT @kemexibyp: IE, с версии 9 Platform Preview 3, стал поддерживать CANVAS. Не прошло и 100 лет :)))",1,0,15,0,140,73,84,0,"['rt', 'kemexibyp', 'ie', 'версия', '9', 'platform', 'preview', '3', 'стать', 'поддерживать', 'canvas', 'пройти', '100', 'год']",['1'],"[1.0, 1.0, 1.0, 1.0, 1, 0]"
375,408910851404742656,1386326918,tatihonova,RT @maximus2575: @tatihonova Можно и конкурс устроить),1,0,1,0,6966,386,476,6,"['rt', 'maximus2575', 'tatihonova', 'конкурс', 'устроить']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
376,408910852008738816,1386326918,lieutenantlove,"@davefromalabama ну репа же до 20:00, а концерт в 21:00 только начнется,я не забываю;)",1,0,0,0,3920,89,34,1,"['davefromalabama', 'репа', '20', '00', 'концерт', '21', '00', 'начаться', 'забывать']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
377,408910902852059136,1386326931,inzhuvatkina,"Ржу, че за... ""@starstranslator: Знаки, с которыми не стоит шутить о сексе - могут и согласиться=) 5#СКОРПИОН,#ЛЕВ,#БЛИЗНЕЦЫ,#СТРЕЛЕЦ""",1,0,0,0,8204,179,155,2,"['ржа', 'че', 'starstranslator', 'знак', 'который', 'стоить', 'шутить', 'секс', 'мочь', 'согласиться', '5', 'скорпион', 'лев', 'близнец', 'стрелец']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
378,408910903522762753,1386326931,LeraApanasenko,"хороше настроение теперь на весь день :))
почаще бы так :)",1,0,0,0,396,43,35,0,"['хорош', 'настроение', 'весь', 'день', 'частый']","['0', '0']","[0.0, 0.0, 0.0, 0.0, 0, 0]"
379,408910903791587328,1386326931,IraLisina,RT @Vasya_frezre: краснооктябрьский сасааайтееее ;),1,0,1,0,1920,50,33,0,"['rt', 'vasya_frezre', 'краснооктябрьский', 'сасааайтееий']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
380,408910904693387264,1386326931,Katerinka_I,Вакуумный пакет для хранения вещей крутая штука!!!! Так много места в шкафу теперь)))) http://t.co/4uHvqGx3Vy,1,0,0,0,315,6,34,0,"['вакуумный', 'пакет', 'хранение', 'вещь', 'крутой', 'штука', 'место', 'шкаф', 'http', 't', 'co', '4uhvqgx3vy']","['0', '1,33333333333333']","[0.666666666666665, 1.33333333333333, 0.0, 1.33333333333333, 1, 0]"
381,408910904940826624,1386326931,gribanovps,"Во многих вариантах жеребьевки нам Аргентина выпадает. Неужели она все таки будет? И опасно, и интересно)",1,0,0,0,4020,191,236,1,"['многий', 'вариант', 'жеребьёвка', 'аргентина', 'выпадать', 'неужели', 'всё', 'таки', 'опасно', 'интересно']","['0', '-0,333333333333333']","[-0.1666666666666665, 0.0, -0.333333333333333, -0.333333333333333, 0, 1]"
382,408910973244690432,1386326947,Takokaro,"@jeeevas Надо сразу в Африку, там можно босиком круглый год ходить ))",1,0,0,0,772,21,25,0,"['jeeevas', 'сразу', 'африка', 'босиком', 'круглый', 'год', 'ходить']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
383,408910974406905856,1386326948,Egorkin_T,"@Pasha_N14 Мы выбирали из 3 отелей, и этот был ближе всего к офису :)",1,0,0,0,1835,29,21,1,"['pasha_n14', 'выбирать', '3', 'отель', 'близкий', 'весь', 'офис']","['0,666666666666667', '0']","[0.3333333333333335, 0.666666666666667, 0.0, 0.666666666666667, 1, 0]"
384,408911021521514496,1386326959,itacikomno,Всем поклонникам смиксера рекомендую взглянуть на его сегодняшний дудл^W^W главную страницу :),1,0,0,0,25,24,19,0,"['весь', 'поклонник', 'смиксер', 'рекомендовать', 'взглянуть', 'сегодняшний', 'дудло', 'w', 'w', 'главный', 'страница']",['1'],"[1.0, 1.0, 1.0, 1.0, 1, 0]"
385,408911022314246144,1386326959,DpsSaratov,"Котаны, кто хочет выйграть денег и составить конкуренцию другим командам, GO играть) http://t.co/40JueeytRI",1,0,0,0,1620,79,8,0,"['котана', 'хотеть', 'выйграть', 'деньга', 'составить', 'конкуренция', 'команда', 'go', 'играть', 'http', 't', 'co', '40jueeytri']","['0', '0', '0']","[0.0, 0.0, 0.0, 0.0, 0, 0]"
386,408911022465224705,1386326959,JenyaMilisa,"буду искать человека, чтобы сдавать 2 комнату  или уговорю Катьку жить со мной, +уборка на 2, постоянная компания)",1,0,0,0,432,16,19,0,"['искать', 'человек', 'сдавать', '2', 'комната', 'уговорить', 'катька', 'жить', 'уборка', '2', 'постоянный', 'компания']","['0', '-0,222222222222222', '0']","[-0.074074074074074, 0.0, -0.222222222222222, -0.222222222222222, 0, 1]"
387,408911023697956864,1386326960,digger2912,"""Кто то в углу сидит и погибает от голода, а мы ещё 2 порции взяли, хотя уже и так жрать не хотим"" :DD http://t.co/mzfbHIZZTL",1,0,0,0,193,17,9,0,"['угол', 'сидеть', 'погибать', 'голод', 'ещё', '2', 'порция', 'взять', 'хотя', 'жрать', 'хотеть', 'dd', 'http', 't', 'co', 'mzfbhizztl']","['-0,2', '-1,33333333333333', '0']","[-0.51111111111111, 0.0, -1.33333333333333, -1.5333333333333299, 0, 2]"
388,408911024130359296,1386326960,nechegopodarit,"@yulia_Skitls заходите к нам в группу, в папке ""в наличии"" есть много всего и мы встретимся с вами максимально скоро :) #нешутим",1,0,0,0,708,90,136,0,"['yulia_skitls', 'заходить', 'группа', 'папка', 'наличие', 'весь', 'встретиться', 'максимально', 'скоро', 'нешутить']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
389,408911024826642432,1386326960,Eletiell,@granksmm да ты чооо))этот сериал просто воплощение всех яойных мечт)),1,0,0,0,1332,44,72,1,"['granksmm', 'чооо', 'сериал', 'просто', 'воплощение', 'весь', 'яойный', 'мечта']","['0,666666666666667']","[0.666666666666667, 0.666666666666667, 0.666666666666667, 0.666666666666667, 1, 0]"
390,408911024830820352,1386326960,Landi_love1D,@Grace_Bradberry ДЫА) ДИСНЕЙ И МУЗ ТВ) ОБОЖАЮ!! *ОО*,1,0,0,0,49382,3131,2845,34,"['grace_bradberry', 'дыа', 'дисней', 'муза', 'тв', 'обожать', 'оо']","['1,33333333333333']","[1.33333333333333, 1.33333333333333, 1.33333333333333, 1.33333333333333, 1, 0]"
391,408911026432651264,1386326960,gwalchopyrite,@moyraAthropos это как-то неинтересно и ни к чему не ведёт.),1,0,0,0,872,36,37,0,"['moyraathropos', 'это', 'неинтересный', 'вести']",['-1'],"[-1.0, -1.0, -1.0, -1.0, 0, 1]"
392,408911066454708224,1386326970,purple_snow13,"@irisha_lt хах, да ты экстрасенс=) прошел час и у кеши активность вверх пошла #mtvstars 30 Seconds To Mars",1,0,0,0,1751,86,146,0,"['irisha_lt', 'хах', 'экстрасенс', 'пройти', 'час', 'кеш', 'активность', 'вверх', 'пойти', 'mtvstars', '30', 'seconds', 'to', 'mars']","['0', '0', '0']","[0.0, 0.0, 0.0, 0.0, 0, 0]"
393,408911066501246976,1386326970,ViktorVTsoy,"@velocnaptak между Янги-Абадом, Кадышева и Панельным. Езжай:) @mali4ka_",1,0,0,0,4630,123,266,2,"['velocnaptak', 'янг', 'абад', 'кадышева', 'панельный', 'езжать', 'mali4ka_']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
